baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Gene,gene_symbol
28.344446996494,-28.2516882771702,2.22926345657858,-12.6731042909259,8.33494267966876e-37,2.2496010292426e-32,ENSG00000198681,MAGEA1
15.498739637905,-18.1974438721398,1.49724089135464,-12.1539853588126,5.46358928743175e-34,7.37311374338915e-30,ENSG00000206073,SERPINB4
1.90882938724945,-19.4725484755039,1.64292783090638,-11.8523456168864,2.09250397378673e-32,1.88255607508347e-28,ENSG00000183304,FAM9A
3.0759277780223,-20.5528730612036,2.03140407090469,-10.1175700864134,4.61736412088392e-24,3.11556644056642e-20,ENSG00000199990,VTRNA1-1
5.69319182978842,-22.1809250407348,2.32668813027141,-9.53326092661477,1.52418690113371e-21,8.22756089231978e-18,ENSG00000147246,HTR2C
7.49881752376607,-19.2684944668595,2.146991365708,-8.97464925784899,2.84255993352878e-19,1.27867821009903e-15,ENSG00000155622,XAGE2
3.81009554621415,-18.6198890894357,2.12648166025185,-8.7561954741855,2.01951358179978e-18,7.78666736753943e-15,ENSG00000256463,SALL3
6.37641379958498,-23.0916005382453,2.69551070567221,-8.56668849047908,1.0650349767464e-17,3.59316175279816e-14,ENSG00000130656,HBZ
3.67384145023731,-29.8809349580415,3.75281518614108,-7.96227191479878,1.68908777327677e-15,4.55884790007401e-12,ENSG00000267978,MAGEA9B
5.57344833769395,-18.8904651920871,2.48934220470695,-7.58853690600203,3.23537822676433e-14,7.9384416673063e-11,ENSG00000155495,MAGEC1
7.69249650516614,-17.4468228762143,2.65590207922159,-6.56907610137786,5.0628406004757e-11,1.13871723172366e-7,ENSG00000187772,LIN28B
3.28161357463349,-13.7098926884751,2.19613300548206,-6.24274242691679,4.29964627992051e-10,8.92672716115803e-7,ENSG00000257636,G2E3-AS1
34.1499211184246,-12.0443935659453,2.04759607394483,-5.88221169165508,4.04820103452207e-9,7.80435328012505e-6,ENSG00000200156,RNU5B-1
454.42291514843,-4.50936156874778,0.837326436664234,-5.38542839601758,7.22723028431512e-8,1.30041963582443e-4,ENSG00000167434,CA4
34.8421767240087,-6.49647456090676,1.23648074497465,-5.254003822793,1.48827789072265e-7,2.51053876691277e-4,ENSG00000156284,CLDN8
15.0372075053654,2.54888537384207,0.500141116587013,5.09633239361681,3.46296876673202e-7,5.49797217729984e-4,ENSG00000077935,SMC1B
89.4109496056625,-2.54318363371039,0.519114028568563,-4.89908477473267,9.62840975063702e-7,0.00129935389584847,ENSG00000130055,GDPD2
54.1378267083285,-8.46210532556083,1.74483949299866,-4.84979011508844,1.23592180654515e-6,0.00158845378850731,ENSG00000201098,RNY1
36.9211433688955,2.38441391177984,0.493744697461585,4.82924459551355,1.37051976995953e-6,0.00168137857232762,ENSG00000110665,C11orf21
719.581602029699,-2.07760530269331,0.44334926668503,-4.68615933038028,2.78379577627049e-6,0.00326672382615393,ENSG00000088340,FER1L4
3.55653878278064,-5.6560518828662,1.2678564016396,-4.46111395229912,8.15347183102062e-6,0.00846393095074025,ENSG00000110148,CCKBR
5.90064849382987,-3.3740395967604,0.764963931488038,-4.41071723499053,1.03028786465163e-5,0.0102990627655361,ENSG00000257316,ASS1P14
37.9231680201448,2.14999537079979,0.496066251683919,4.33408917357617,1.46364841202065e-5,0.0138810480252396,ENSG00000064201,TSPAN32
4733.82027684115,0.840167643828042,0.195059559491498,4.30723644623355,1.6530687775297e-5,0.0145941392018151,ENSG00000145555,MYO10
65.2795044279847,-2.54765486340163,0.592666824501783,-4.29862910842578,1.71857780843807e-5,0.0145941392018151,ENSG00000168748,CA7
14.1587888748462,-3.35928922073869,0.781753674089097,-4.29711983720825,1.73031661525781e-5,0.0145941392018151,ENSG00000225308,ASS1P11
306.486161775943,-2.22245097248748,0.520891604555388,-4.26662851359349,1.98449198039776e-5,0.0162307389548289,ENSG00000143320,CRABP2
43.0945461189274,2.23183808988433,0.524573700533959,4.254574881685,2.09446560409818e-5,0.0166263607807676,ENSG00000157890,MEGF11
7.25670350687995,-13.4410201482791,3.18956256526892,-4.2140638012993,2.50816383048623e-5,0.0193415262242352,ENSG00000198183,BPIFA1
16.8241299332083,-3.31290123909721,0.792984979179091,-4.17776039405787,2.94393540915484e-5,0.0203735427418177,ENSG00000213269,RPS6P26
100.167904211454,1.1486007093337,0.274596808784389,4.18286255553528,2.87861436598968e-5,0.0203735427418177,ENSG00000233223,LOC100996842
2.71794654074186,-5.79298874388005,1.40288419013774,-4.12934209723419,3.63802755012232e-5,0.0245475908944504,ENSG00000189108,IL1RAPL2
50.6830291465335,-2.25886202844811,0.548279450276968,-4.1199100701422,3.79020303140222e-5,0.0249506292237917,ENSG00000166183,ASPG
279.952325483999,1.36707523221104,0.338831208949103,4.03467920340358,5.46769472366181e-5,0.0351364477599124,ENSG00000158966,CACHD1
50.1298136409918,3.84678172373033,0.957949874554343,4.01563988462332,5.92847222358677e-5,0.0363657875715016,ENSG00000124678,TCP11
35.2966183693725,-4.1827813742994,1.04158237841344,-4.01579506430466,5.9245722526105e-5,0.0363657875715016,ENSG00000214259,RPL10AP12
161.922867525076,-3.31937601124937,0.82794227481586,-4.00918773230612,6.092796502528e-5,0.0365432394673846,ENSG00000163286,ALPG
54.5214060113359,-3.5093494365165,0.879511280241841,-3.99011304954671,6.60418101534569e-5,0.0387493142617783,ENSG00000044012,GUCA2B
2191.94173375663,-1.43630976447112,0.363117488675194,-3.95549597380007,7.6376034551784e-5,0.0422425449100399,ENSG00000167617,CDC42EP5
